year,mon,day,tmax (degF),tmin (degF),precip (in),snow (in),snowcover (in)
1925,1,10,25,3,0,-998,-998
1925,1,11,30,15,0,-998,-998
1925,1,12,28,12,0,-998,-998
1925,1,13,42,16,0,-998,-998
1925,1,14,37,10,0,-998,-998
1925,1,15,20,2,0,-998,-998
1925,1,16,34,6,0,-998,-998
1925,1,17,40,10,0,-998,-998
1925,1,18,48,18,0,-998,-998
1925,1,19,42,14,-999,-998,-998
1925,1,20,60,20,0,-998,-998
1925,1,21,58,22,0,-998,-998
1925,1,22,74,26,0,-998,-998
1925,1,23,61,29,0,-998,-998
1925,1,24,58,23,0,-998,-998
1925,1,25,40,20,0,-998,-998
1925,1,26,20,5,0.01,-998,-998
1925,1,27,35,3,0,-998,-998
1925,1,28,48,32,0,-998,-998
1925,1,29,54,20,0,-998,-998
1925,1,30,64,34,0,-998,-998
1925,1,31,60,29,0,-998,-998
1925,2,1,54,20,0,-998,-998
1925,2,2,64,37,0,-998,-998
1925,2,3,64,40,0,-998,-998
1925,2,4,57,27,0,-998,-998
1925,2,5,68,37,0,-998,-998
1925,2,6,64,29,0,-998,-998
1925,2,7,64,25,0,-998,-998
1925,2,8,64,23,0,-998,-998
1925,2,9,58,21,0,-998,-998
1925,2,10,40,25,0,-998,-998
1925,2,11,58,32,0,-998,-998
1925,2,12,52,29,0,-998,-998
1925,2,13,27,18,0,-998,-998
1925,2,14,42,20,0,-998,-998
1925,2,15,50,29,0,-998,-998
1925,2,16,45,27,0,-998,-998
1925,2,17,57,20,0,-998,-998
1925,2,18,55,29,0,-998,-998
1925,2,19,55,32,0,-998,-998
1925,2,20,60,35,0,-998,-998
1925,2,21,60,32,0,-998,-998
1925,2,22,59,29,0,-998,-998
1925,2,23,60,33,0,-998,-998
1925,2,24,61,22,0,-998,-998
1925,2,25,52,22,0,-998,-998
1925,2,26,45,19,0,-998,-998
1925,2,27,49,19,0,-998,-998
1925,2,28,38,20,0,-998,-998
1925,2,29,-998,-998,-998,-998,-998
1925,3,1,53,18,0,-998,-998
1925,3,2,65,23,0,-998,-998
1925,3,3,66,39,0,-998,-998
1925,3,4,67,41,0,-998,-998
1925,3,5,73,42,0,-998,-998
1925,3,6,66,40,0,-998,-998
1925,3,7,69,33,0,-998,-998
1925,3,8,50,32,0,-998,-998
1925,3,9,48,26,-999,-998,-998
1925,3,10,49,12,0.11,-998,-998
1925,3,11,42,5,0,-998,-998
1925,3,12,56,19,0,-998,-998
1925,3,13,35,22,0.16,-998,-998
1925,3,14,29,4,0.08,-998,-998
1925,3,15,56,23,0,-998,-998
1925,3,16,52,23,0,-998,-998
1925,3,17,45,35,0,-998,-998
1925,3,18,50,19,-999,-998,-998
1925,3,19,62,25,0,-998,-998
1925,3,20,58,47,0,-998,-998
1925,3,21,60,26,0,-998,-998
1925,3,22,71,30,0,-998,-998
1925,3,23,70,32,0,-998,-998
1925,3,24,65,32,0,-998,-998
1925,3,25,70,46,0,-998,-998
1925,3,26,63,25,0,-998,-998
1925,3,27,60,32,0,-998,-998
1925,3,28,67,42,0,-998,-998
1925,3,29,73,28,0,-998,-998
1925,3,30,67,28,0,-998,-998
1925,3,31,73,32,0,-998,-998
1925,4,1,69,37,0,-998,-998
1925,4,2,57,42,0,-998,-998
1925,4,3,47,36,0.25,-998,-998
1925,4,4,56,33,0,-998,-998
1925,4,5,72,36,0,-998,-998
1925,4,6,55,33,0,-998,-998
1925,4,7,55,31,0,-998,-998
1925,4,8,60,31,0,-998,-998
1925,4,9,64,36,0,-998,-998
1925,4,10,72,39,0,-998,-998
1925,4,11,72,45,0,-998,-998
1925,4,12,72,48,0,-998,-998
1925,4,13,68,46,0,-998,-998
1925,4,14,75,45,0,-998,-998
1925,4,15,76,45,0,-998,-998
1925,4,16,68,40,0,-998,-998
1925,4,17,80,47,0,-998,-998
1925,4,18,62,45,0,-998,-998
1925,4,19,69,33,0,-998,-998
1925,4,20,66,38,0,-998,-998
1925,4,21,76,40,0,-998,-998
1925,4,22,69,41,0,-998,-998
1925,4,23,59,36,0,-998,-998
1925,4,24,60,38,0,-998,-998
1925,4,25,69,34,0,-998,-998
1925,4,26,71,36,0,-998,-998
1925,4,27,60,38,0,-998,-998
1925,4,28,48,32,0,-998,-998
1925,4,29,58,27,0,-998,-998
1925,4,30,62,28,0,-998,-998
1925,5,1,73,30,0,-998,-998
1925,5,2,67,52,0,-998,-998
1925,5,3,60,45,0,-998,-998
1925,5,4,62,41,0,-998,-998
1925,5,5,64,39,0,-998,-998
1925,5,6,68,37,0,-998,-998
1925,5,7,63,43,0.06,-998,-998
1925,5,8,50,45,0.26,-998,-998
1925,5,9,63,44,0.01,-998,-998
1925,5,10,45,44,0.7,-998,-998
1925,5,11,59,43,0.19,-998,-998
1925,5,12,72,46,0.07,-998,-998
1925,5,13,74,47,0.02,-998,-998
1925,5,14,67,47,0.01,-998,-998
1925,5,15,62,45,0,-998,-998
1925,5,16,53,42,0.07,-998,-998
1925,5,17,73,46,0.09,-998,-998
1925,5,18,82,50,0,-998,-998
1925,5,19,86,52,0,-998,-998
1925,5,20,89,56,0,-998,-998
1925,5,21,87,56,0,-998,-998
1925,5,22,88,53,0,-998,-998
1925,5,23,82,52,0,-998,-998
1925,5,24,68,49,0,-998,-998
1925,5,25,65,46,0.04,-998,-998
1925,5,26,72,46,0.07,-998,-998
1925,5,27,75,47,0,-998,-998
1925,5,28,80,48,0,-998,-998
1925,5,29,87,55,0,-998,-998
1925,5,30,72,48,0,-998,-998
1925,5,31,68,49,0.02,-998,-998
1925,6,1,73,48,0,-998,-998
1925,6,2,70,50,0,-998,-998
1925,6,3,73,45,0,-998,-998
1925,6,4,74,47,0,-998,-998
1925,6,5,72,51,0,-998,-998
1925,6,6,54,50,0.4,-998,-998
1925,6,7,65,43,0.5,-998,-998
1925,6,8,72,47,0,-998,-998
1925,6,9,80,50,0,-998,-998
1925,6,10,89,50,0,-998,-998
1925,6,11,73,53,0.02,-998,-998
1925,6,12,69,48,0,-998,-998
1925,6,13,81,49,0,-998,-998
1925,6,14,79,48,0,-998,-998
1925,6,15,76,45,0,-998,-998
1925,6,16,84,58,0.22,-998,-998
1925,6,17,86,56,0.51,-998,-998
1925,6,18,86,56,0.1,-998,-998
1925,6,19,80,62,0,-998,-998
1925,6,20,82,58,0,-998,-998
1925,6,21,80,46,0.08,-998,-998
1925,6,22,84,52,0.02,-998,-998
1925,6,23,81,48,0.01,-998,-998
1925,6,24,80,53,0,-998,-998
1925,6,25,88,58,0,-998,-998
1925,6,26,83,60,0,-998,-998
1925,6,27,90,59,0,-998,-998
1925,6,28,89,63,0,-998,-998
1925,6,29,91,64,0,-998,-998
1925,6,30,82,57,0,-998,-998
1925,7,1,91,58,0,-998,-998
1925,7,2,83,61,0,-998,-998
1925,7,3,85,57,0,-998,-998
1925,7,4,83,52,0.4,-998,-998
1925,7,5,86,59,0.03,-998,-998
1925,7,6,85,56,0,-998,-998
1925,7,7,90,66,0,-998,-998
1925,7,8,84,63,0,-998,-998
1925,7,9,89,58,0,-998,-998
1925,7,10,90,58,0,-998,-998
1925,7,11,92,60,0.37,-998,-998
1925,7,12,93,62,0,-998,-998
1925,7,13,96,65,0,-998,-998
1925,7,14,96,72,0,-998,-998
1925,7,15,100,64,0,-998,-998
1925,7,16,86,65,0,-998,-998
1925,7,17,93,66,0,-998,-998
1925,7,18,98,68,0.1,-998,-998
1925,7,19,82,64,0.16,-998,-998
1925,7,20,72,63,0.02,-998,-998
1925,7,21,73,59,0,-998,-998
1925,7,22,78,58,0,-998,-998
1925,7,23,89,57,0,-998,-998
1925,7,24,88,59,0,-998,-998
1925,7,25,91,60,0.46,-998,-998
1925,7,26,93,62,0,-998,-998
1925,7,27,79,57,0,-998,-998
1925,7,28,84,57,0.05,-998,-998
1925,7,29,79,56,0.05,-998,-998
1925,7,30,62,55,0.43,-998,-998
1925,7,31,79,50,0.03,-998,-998
1925,8,1,76,54,0,-998,-998
1925,8,2,78,56,0,-998,-998
1925,8,3,75,56,0.06,-998,-998
1925,8,4,72,59,0.08,-998,-998
1925,8,5,76,57,0.69,-998,-998
1925,8,6,81,54,0,-998,-998
1925,8,7,84,55,0,-998,-998
1925,8,8,78,54,0,-998,-998
1925,8,9,75,52,0,-998,-998
1925,8,10,78,54,0,-998,-998
1925,8,11,77,51,0.26,-998,-998
1925,8,12,71,52,0.06,-998,-998
1925,8,13,76,51,0.15,-998,-998
1925,8,14,86,52,0,-998,-998
1925,8,15,87,58,0,-998,-998
1925,8,16,86,58,0,-998,-998
1925,8,17,91,58,0,-998,-998
1925,8,18,87,68,0,-998,-998
1925,8,19,79,59,0.23,-998,-998
1925,8,20,68,57,0.01,-998,-998
1925,8,21,86,54,0,-998,-998
1925,8,22,90,58,0,-998,-998
1925,8,23,88,59,0.07,-998,-998
1925,8,24,87,58,0.18,-998,-998
1925,8,25,61,56,0.03,-998,-998
1925,8,26,78,54,0.01,-998,-998
1925,8,27,82,52,0,-998,-998
1925,8,28,87,63,0,-998,-998
1925,8,29,84,58,0,-998,-998
1925,8,30,86,58,0,-998,-998
1925,8,31,85,57,0,-998,-998
1925,9,1,84,58,0.01,-998,-998
1925,9,2,86,60,0,-998,-998
1925,9,3,84,64,0,-998,-998
1925,9,4,85,60,0,-998,-998
1925,9,5,82,59,0,-998,-998
1925,9,6,86,53,0,-998,-998
1925,9,7,83,56,0,-998,-998
1925,9,8,83,52,0,-998,-998
1925,9,9,75,52,0,-998,-998
1925,9,10,75,50,0,-998,-998
1925,9,11,77,50,0,-998,-998
1925,9,12,73,48,0,-998,-998
1925,9,13,50,48,0.73,-998,-998
1925,9,14,67,44,0.47,-998,-998
1925,9,15,80,48,0,-998,-998
1925,9,16,89,46,0,-998,-998
1925,9,17,77,58,0,-998,-998
1925,9,18,80,56,0,-998,-998
1925,9,19,81,54,-999,-998,-998
1925,9,20,80,40,0,-998,-998
1925,9,21,64,40,0,-998,-998
1925,9,22,56,44,0.11,-998,-998
1925,9,23,61,39,0.92,-998,-998
1925,9,24,71,49,0,-998,-998
1925,9,25,74,42,0,-998,-998
1925,9,26,78,42,0,-998,-998
1925,9,27,78,44,0,-998,-998
1925,9,28,80,46,0,-998,-998
1925,9,29,72,44,0,-998,-998
1925,9,30,75,40,0,-998,-998
1925,10,1,65,37,0,-998,-998
1925,10,2,82,41,0,-998,-998
1925,10,3,83,49,0,-998,-998
1925,10,4,65,48,0,-998,-998
1925,10,5,65,47,0.3,-998,-998
1925,10,6,43,39,0.68,-998,-998
1925,10,7,60,36,0.1,-998,-998
1925,10,8,39,34,0.26,-998,-998
1925,10,9,51,32,0,-998,-998
1925,10,10,59,34,0,-998,-998
1925,10,11,44,44,0.51,-998,-998
1925,10,12,42,40,0.3,-998,-998
1925,10,13,54,37,0,-998,-998
1925,10,14,36,32,1.03,-998,-998
1925,10,15,54,32,0,-998,-998
1925,10,16,41,35,0,-998,-998
1925,10,17,33,16,0.7,-998,-998
1925,10,18,26,19,0.3,-998,-998
1925,10,19,37,17,0,-998,-998
1925,10,20,53,30,0,-998,-998
1925,10,21,70,38,0,-998,-998
1925,10,22,65,45,0,-998,-998
1925,10,23,47,32,0,-998,-998
1925,10,24,65,23,0.27,-998,-998
1925,10,25,58,32,0.02,-998,-998
1925,10,26,44,26,0.01,-998,-998
1925,10,27,35,22,0,-998,-998
1925,10,28,30,11,0.06,-998,-998
1925,10,29,29,15,0.16,-998,-998
1925,10,30,49,22,0.12,-998,-998
1925,10,31,56,27,0,-998,-998
1925,11,1,60,33,0,-998,-998
1925,11,2,59,32,0,-998,-998
1925,11,3,53,28,0,-998,-998
1925,11,4,32,26,0.19,-998,-998
1925,11,5,51,21,0,-998,-998
1925,11,6,50,25,0,-998,-998
1925,11,7,38,31,0,-998,-998
1925,11,8,55,27,0,-998,-998
1925,11,9,62,27,0,-998,-998
1925,11,10,59,27,0,-998,-998
1925,11,11,53,35,0,-998,-998
1925,11,12,49,40,0,-998,-998
1925,11,13,38,30,0,-998,-998
1925,11,14,45,27,0.8,-998,-998
1925,11,15,35,19,0,-998,-998
1925,11,16,47,24,0,-998,-998
1925,11,17,55,26,0,-998,-998
1925,11,18,48,30,0,-998,-998
1925,11,19,50,28,0,-998,-998
1925,11,20,62,32,0,-998,-998
1925,11,21,38,30,0,-998,-998
1925,11,22,62,22,0,-998,-998
1925,11,23,65,28,0,-998,-998
1925,11,24,65,32,0,-998,-998
1925,11,25,55,37,0,-998,-998
1925,11,26,39,35,0,-998,-998
1925,11,27,34,30,0,-998,-998
1925,11,28,60,28,0,-998,-998
1925,11,29,62,32,0,-998,-998
1925,11,30,56,33,0,-998,-998
1925,12,1,55,34,0,-998,-998
1925,12,2,62,32,0,-998,-998
1925,12,3,35,27,0,-998,-998
1925,12,4,35,20,0,-998,-998
1925,12,5,46,32,0,-998,-998
1925,12,6,50,35,0,-998,-998
1925,12,7,48,34,0.01,-998,-998
1925,12,8,55,28,0,-998,-998
1925,12,9,57,30,0,-998,-998
1925,12,10,58,32,0,-998,-998
1925,12,11,52,28,0,-998,-998
1925,12,12,61,28,0,-998,-998
1925,12,13,35,23,0.3,-998,-998
1925,12,14,20,17,0.55,-998,-998
1925,12,15,35,0,0,-998,-998
1925,12,16,40,13,0,-998,-998
1925,12,17,50,20,0,-998,-998
1925,12,18,52,28,0,-998,-998
1925,12,19,55,32,0,-998,-998
1925,12,20,24,18,0.15,-998,-998
1925,12,21,26,10,0,-998,-998
1925,12,22,28,8,0,-998,-998
1925,12,23,46,15,0,-998,-998
1925,12,24,50,32,0,-998,-998
1925,12,25,52,30,0,-998,-998
1925,12,26,55,30,0,-998,-998
1925,12,27,17,9,0.17,-998,-998
1925,12,28,18,1,0,-998,-998
1925,12,29,31,6,0,-998,-998
1925,12,30,46,13,0,-998,-998
1925,12,31,42,21,0,-998,-998
1926,1,1,44,26,0,-998,-998
1926,1,2,32,24,0,-998,-998
1926,1,3,38,22,0,-998,-998
1926,1,4,48,27,0,-998,-998
1926,1,5,44,19,0,-998,-998
1926,1,6,32,31,0,-998,-998
1926,1,7,37,17,0,-998,-998
1926,1,8,33,25,0,-998,-998
1926,1,9,47,24,0,-998,-998
1926,1,10,35,22,0,-998,-998
1926,1,11,22,18,0.29,-998,-998
1926,1,12,45,13,0,-998,-998
1926,1,13,54,22,0,-998,-998
1926,1,14,43,29,0,-998,-998
1926,1,15,49,22,0,-998,-998
1926,1,16,45,25,0,-998,-998
1926,1,17,48,26,0,-998,-998
1926,1,18,40,19,0,-998,-998
1926,1,19,25,17,0.02,-998,-998
1926,1,20,31,15,0,-998,-998
1926,1,21,28,7,0,-998,-998
1926,1,22,24,10,0,-998,-998
1926,1,23,36,4,0,-998,-998
1926,1,24,38,20,0,-998,-998
1926,1,25,40,22,0.24,-998,-998
1926,1,26,45,21,0,-998,-998
1926,1,27,52,32,0,-998,-998
1926,1,28,58,23,0,-998,-998
1926,1,29,58,39,0,-998,-998
1926,1,30,52,36,0,-998,-998
1926,1,31,42,21,0,-998,-998
1926,2,1,44,23,0,-998,-998
1926,2,2,47,30,0,-998,-998
1926,2,3,45,25,0,-998,-998
1926,2,4,52,28,0,-998,-998
1926,2,5,54,35,0,-998,-998
1926,2,6,58,35,0,-998,-998
1926,2,7,60,37,0,-998,-998
1926,2,8,56,35,0,-998,-998
1926,2,9,47,22,0,-998,-998
1926,2,10,55,28,0,-998,-998
1926,2,11,52,34,0,-998,-998
1926,2,12,55,39,0,-998,-998
1926,2,13,50,32,0,-998,-998
1926,2,14,37,20,-999,-998,-998
1926,2,15,40,16,0,-998,-998
1926,2,16,48,23,0,-998,-998
1926,2,17,30,27,0.64,-998,-998
1926,2,18,39,15,0,-998,-998
1926,2,19,58,24,0,-998,-998
1926,2,20,61,48,0,-998,-998
1926,2,21,35,32,0.01,-998,-998
1926,2,22,43,26,0,-998,-998
1926,2,23,40,28,0,-998,-998
1926,2,24,45,20,0,-998,-998
1926,2,25,58,31,0,-998,-998
1926,2,26,52,20,0,-998,-998
1926,2,27,61,28,0,-998,-998
1926,2,28,63,27,0,-998,-998
1926,2,29,-998,-998,-998,-998,-998
1926,3,1,56,32,0,-998,-998
1926,3,2,58,32,0,-998,-998
1926,3,3,59,35,0,-998,-998
1926,3,4,55,28,0,-998,-998
1926,3,5,59,40,0,-998,-998
1926,3,6,32,19,0.01,-998,-998
1926,3,7,53,24,0,-998,-998
1926,3,8,55,26,0,-998,-998
1926,3,9,58,29,0,-998,-998
1926,3,10,38,35,0.01,-998,-998
1926,3,11,52,26,0,-998,-998
1926,3,12,50,34,0,-998,-998
1926,3,13,50,29,0,-998,-998
1926,3,14,44,29,0.7,-998,-998
1926,3,15,46,21,0,-998,-998
1926,3,16,65,31,0,-998,-998
1926,3,17,67,38,0,-998,-998
1926,3,18,60,40,0,-998,-998
1926,3,19,47,35,0.1,-998,-998
1926,3,20,53,36,0.3,-998,-998
1926,3,21,46,37,0.52,-998,-998
1926,3,22,53,35,0,-998,-998
1926,3,23,67,44,0,-998,-998
1926,3,24,39,34,0,-998,-998
1926,3,25,33,22,0.48,-998,-998
1926,3,26,30,19,0.14,-998,-998
1926,3,27,26,22,-999,-998,-998
1926,3,28,25,17,0.22,-998,-998
1926,3,29,24,15,0.2,-998,-998
1926,3,30,32,6,0.01,-998,-998
1926,3,31,31,10,-999,-998,-998
1926,4,1,27,21,0.01,-998,-998
1926,4,2,33,17,0,-998,-998
1926,4,3,52,21,0,-998,-998
1926,4,4,61,32,0,-998,-998
1926,4,5,35,29,-999,-998,-998
1926,4,6,54,33,0.1,-998,-998
1926,4,7,43,28,0.2,-998,-998
1926,4,8,47,36,0.1,-998,-998
1926,4,9,34,33,0.3,-998,-998
1926,4,10,54,34,0,-998,-998
1926,4,11,55,36,0,-998,-998
1926,4,12,61,32,0,-998,-998
1926,4,13,64,36,0,-998,-998
1926,4,14,49,32,0.3,-998,-998
1926,4,15,54,34,0.2,-998,-998
1926,4,16,66,42,0,-998,-998
1926,4,17,74,53,0,-998,-998
1926,4,18,69,46,0.01,-998,-998
1926,4,19,60,38,0.1,-998,-998
1926,4,20,66,49,-999,-998,-998
1926,4,21,46,43,1.18,-998,-998
1926,4,22,69,40,0,-998,-998
1926,4,23,48,43,0.01,-998,-998
1926,4,24,52,32,0,-998,-998
1926,4,25,65,35,0,-998,-998
1926,4,26,72,38,0,-998,-998
1926,4,27,55,40,0.45,-998,-998
1926,4,28,67,39,0,-998,-998
1926,4,29,73,52,0,-998,-998
1926,4,30,75,50,0,-998,-998
1926,5,1,68,48,0,-998,-998
1926,5,2,75,50,0,-998,-998
1926,5,3,75,54,0,-998,-998
1926,5,4,77,59,0,-998,-998
1926,5,5,73,54,0,-998,-998
1926,5,6,49,47,0.32,-998,-998
1926,5,7,61,43,0,-998,-998
1926,5,8,53,43,0.9,-998,-998
1926,5,9,58,36,0,-998,-998
1926,5,10,61,40,0,-998,-998
1926,5,11,46,39,0.66,-998,-998
1926,5,12,51,39,0.16,-998,-998
1926,5,13,56,42,0,-998,-998
1926,5,14,63,36,0.05,-998,-998
1926,5,15,74,45,0,-998,-998
1926,5,16,68,46,0,-998,-998
1926,5,17,68,47,0.02,-998,-998
1926,5,18,66,43,0.03,-998,-998
1926,5,19,69,45,0,-998,-998
1926,5,20,73,53,0,-998,-998
1926,5,21,78,54,0,-998,-998
1926,5,22,84,46,0,-998,-998
1926,5,23,86,50,0,-998,-998
1926,5,24,80,49,0,-998,-998
1926,5,25,81,50,0,-998,-998
1926,5,26,75,55,0.45,-998,-998
1926,5,27,64,48,0.45,-998,-998
1926,5,28,67,49,0.18,-998,-998
1926,5,29,73,45,0,-998,-998
1926,5,30,77,47,0,-998,-998
1926,5,31,79,48,0,-998,-998
1926,6,1,81,48,0,-998,-998
1926,6,2,81,62,0,-998,-998
1926,6,3,65,49,0.02,-998,-998
1926,6,4,70,52,0,-998,-998
1926,6,5,83,56,0,-998,-998
1926,6,6,84,58,0,-998,-998
1926,6,7,79,59,0,-998,-998
1926,6,8,75,55,-999,-998,-998
1926,6,9,80,52,0,-998,-998
1926,6,10,82,49,0.04,-998,-998
1926,6,11,86,55,0,-998,-998
1926,6,12,80,59,0,-998,-998
1926,6,13,68,58,0.2,-998,-998
1926,6,14,65,53,0.1,-998,-998
1926,6,15,73,56,0,-998,-998
1926,6,16,75,52,0.06,-998,-998
1926,6,17,67,49,0,-998,-998
1926,6,18,74,50,0.12,-998,-998
1926,6,19,80,47,0,-998,-998
1926,6,20,80,42,0,-998,-998
1926,6,21,68,45,0,-998,-998
1926,6,22,69,46,0,-998,-998
1926,6,23,74,48,0,-998,-998
1926,6,24,68,54,0.01,-998,-998
1926,6,25,79,51,0,-998,-998
1926,6,26,89,53,0,-998,-998
1926,6,27,89,56,0,-998,-998
1926,6,28,91,67,0,-998,-998
1926,6,29,88,61,0,-998,-998
1926,6,30,80,62,0,-998,-998
1926,7,1,86,64,0,-998,-998
1926,7,2,83,66,0,-998,-998
1926,7,3,83,55,0,-998,-998
1926,7,4,78,56,0,-998,-998
1926,7,5,75,55,0.09,-998,-998
1926,7,6,74,57,0.31,-998,-998
1926,7,7,78,58,0,-998,-998
1926,7,8,79,62,0,-998,-998
1926,7,9,68,56,0.05,-998,-998
1926,7,10,72,54,0.28,-998,-998
1926,7,11,79,52,0,-998,-998
1926,7,12,81,53,0,-998,-998
1926,7,13,83,65,0,-998,-998
1926,7,14,85,60,0.45,-998,-998
1926,7,15,86,59,-999,-998,-998
1926,7,16,92,62,0,-998,-998
1926,7,17,93,65,0,-998,-998
1926,7,18,94,66,0,-998,-998
1926,7,19,95,59,0,-998,-998
1926,7,20,85,59,0.1,-998,-998
1926,7,21,83,53,0,-998,-998
1926,7,22,83,57,0,-998,-998
1926,7,23,88,55,0,-998,-998
1926,7,24,86,54,0,-998,-998
1926,7,25,80,49,0,-998,-998
1926,7,26,88,48,0,-998,-998
1926,7,27,90,56,0,-998,-998
1926,7,28,83,55,0,-998,-998
1926,7,29,83,51,0.05,-998,-998
1926,7,30,84,57,0,-998,-998
1926,7,31,88,54,0,-998,-998
1926,8,1,96,58,0,-998,-998
1926,8,2,96,65,0,-998,-998
1926,8,3,80,61,0.41,-998,-998
1926,8,4,86,59,0.09,-998,-998
1926,8,5,92,59,0,-998,-998
1926,8,6,84,56,0.12,-998,-998
1926,8,7,79,52,0.27,-998,-998
1926,8,8,78,51,0.06,-998,-998
1926,8,9,80,59,0.39,-998,-998
1926,8,10,78,55,0.11,-998,-998
1926,8,11,82,55,0.21,-998,-998
1926,8,12,82,55,0.17,-998,-998
1926,8,13,79,56,0.19,-998,-998
1926,8,14,82,54,0,-998,-998
1926,8,15,80,53,0,-998,-998
1926,8,16,78,51,0,-998,-998
1926,8,17,78,54,0,-998,-998
1926,8,18,86,60,0,-998,-998
1926,8,19,81,50,0,-998,-998
1926,8,20,85,50,0,-998,-998
1926,8,21,87,54,0.01,-998,-998
1926,8,22,86,57,0,-998,-998
1926,8,23,82,55,0,-998,-998
1926,8,24,87,64,0,-998,-998
1926,8,25,95,55,0,-998,-998
1926,8,26,95,73,0,-998,-998
1926,8,27,96,71,0,-998,-998
1926,8,28,94,63,0,-998,-998
1926,8,29,85,58,0,-998,-998
1926,8,30,82,54,0,-998,-998
1926,8,31,89,56,0,-998,-998
1926,9,1,90,61,0,-998,-998
1926,9,2,88,61,0,-998,-998
1926,9,3,79,51,0,-998,-998
1926,9,4,73,49,0.19,-998,-998
1926,9,5,73,50,0.19,-998,-998
1926,9,6,83,54,0,-998,-998
1926,9,7,80,56,-999,-998,-998
1926,9,8,80,54,0,-998,-998
1926,9,9,75,49,0,-998,-998
1926,9,10,87,50,0,-998,-998
1926,9,11,73,56,0,-998,-998
1926,9,12,63,46,0,-998,-998
1926,9,13,77,48,0,-998,-998
1926,9,14,70,50,0,-998,-998
1926,9,15,81,54,0,-998,-998
1926,9,16,82,55,0,-998,-998
1926,9,17,80,53,0.03,-998,-998
1926,9,18,81,45,0,-998,-998
1926,9,19,83,47,0,-998,-998
1926,9,20,85,48,0,-998,-998
1926,9,21,80,45,0,-998,-998
1926,9,22,76,43,0,-998,-998
1926,9,23,72,46,0,-998,-998
1926,9,24,38,30,0,-998,-998
1926,9,25,48,24,0,-998,-998
1926,9,26,52,28,0,-998,-998
1926,9,27,67,34,0,-998,-998
1926,9,28,77,39,0,-998,-998
1926,9,29,78,42,0,-998,-998
1926,9,30,63,43,0,-998,-998
1926,10,1,71,35,0,-998,-998
1926,10,2,71,37,0,-998,-998
1926,10,3,70,36,0,-998,-998
1926,10,4,68,38,0,-998,-998
1926,10,5,67,30,0,-998,-998
1926,10,6,78,38,0,-998,-998
1926,10,7,81,47,0,-998,-998
1926,10,8,81,48,0,-998,-998
1926,10,9,81,48,0,-998,-998
1926,10,10,80,44,0,-998,-998
1926,10,11,82,42,0,-998,-998
1926,10,12,79,40,0,-998,-998
1926,10,13,73,35,0,-998,-998
1926,10,14,73,36,0,-998,-998
1926,10,15,79,46,0,-998,-998
1926,10,16,81,46,0,-998,-998
1926,10,17,81,46,0,-998,-998
1926,10,18,86,44,0,-998,-998
1926,10,19,71,40,0,-998,-998
1926,10,20,67,32,0,-998,-998
1926,10,21,67,40,0,-998,-998
1926,10,22,71,32,0,-998,-998
1926,10,23,61,30,0,-998,-998
1926,10,24,72,27,0.14,-998,-998
1926,10,25,75,48,0,-998,-998
1926,10,26,74,38,0,-998,-998
1926,10,27,77,44,0,-998,-998
1926,10,28,76,36,0.08,-998,-998
1926,10,29,40,27,0.6,-998,-998
1926,10,30,39,20,0.13,-998,-998
1926,10,31,69,28,0,-998,-998
1926,11,1,60,32,0.06,-998,-998
1926,11,2,54,28,0,-998,-998
1926,11,3,49,29,0.15,-998,-998
1926,11,4,62,21,0,-998,-998
1926,11,5,64,31,0,-998,-998
1926,11,6,54,39,0,-998,-998
1926,11,7,48,38,0,-998,-998
1926,11,8,51,31,0,-998,-998
1926,11,9,54,20,0,-998,-998
1926,11,10,64,27,0,-998,-998
1926,11,11,60,39,0,-998,-998
1926,11,12,60,42,0,-998,-998
1926,11,13,58,37,0,-998,-998
1926,11,14,46,31,0,-998,-998
1926,11,15,49,25,0,-998,-998
1926,11,16,48,25,0.12,-998,-998
1926,11,17,40,23,0,-998,-998
1926,11,18,48,26,0,-998,-998
1926,11,19,52,26,0,-998,-998
1926,11,20,32,20,0,-998,-998
1926,11,21,46,17,0,-998,-998
1926,11,22,68,27,0,-998,-998
1926,11,23,67,34,0,-998,-998
1926,11,24,67,36,0,-998,-998
1926,11,25,65,35,0,-998,-998
1926,11,26,62,36,0,-998,-998
1926,11,27,60,29,0,-998,-998
1926,11,28,65,33,0,-998,-998
1926,11,29,60,27,0,-998,-998
1926,11,30,67,42,0,-998,-998
1926,12,1,68,31,0,-998,-998
1926,12,2,71,46,0,-998,-998
1926,12,3,70,31,0,-998,-998
1926,12,4,59,30,0,-998,-998
1926,12,5,70,30,0,-998,-998
1926,12,6,51,23,0,-998,-998
1926,12,7,50,29,0.37,-998,-998
1926,12,8,39,29,0.48,-998,-998
1926,12,9,36,5,0.2,-998,-998
1926,12,10,48,12,0,-998,-998
1926,12,11,56,20,0,-998,-998
1926,12,12,54,20,0.32,-998,-998
1926,12,13,25,-10,0,-998,-998
1926,12,14,5,-11,0,-998,-998
1926,12,15,30,-14,0,-998,-998
1926,12,16,47,7,0,-998,-998
1926,12,17,41,20,0,-998,-998
1926,12,18,40,12,0,-998,-998
1926,12,19,48,28,0,-998,-998
1926,12,20,53,20,0,-998,-998
1926,12,21,36,16,0,-998,-998
1926,12,22,37,17,0,-998,-998
1926,12,23,35,17,0.6,-998,-998
1926,12,24,29,-5,0,-998,-998
1926,12,25,32,-3,0,-998,-998
